text,sentiment,intent
I'm really worried about my knee pain. Do you think it'll get better?,Anxious,Seeking reassurance
I'm scared the physiotherapy won't help my back pain. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
That's a relief about my dizziness. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
What if this knee pain never goes away? Do you think it'll get better?,Anxious,Seeking reassurance
I had rest for my trouble sleeping last month. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I feel much better after the medication for my back pain. Do you think it'll get better?,Reassured,Seeking reassurance
That's a relief about my stiffness.,Reassured,Reporting symptoms
I'm really worried about my fatigue. Do you think it'll get better?,Anxious,Seeking reassurance
I'm glad the exercises is working for my fatigue. It's getting better now.,Reassured,Confirming improvement
I'm glad the rest is working for my nausea. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
That's a relief about my knee pain. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I'm really worried about my fatigue. It's getting better now.,Anxious,Confirming improvement
I'm scared the exercises won't help my nausea. Do you think it'll get better?,Anxious,Seeking reassurance
I feel much better after the X-ray for my stiffness. Do you think it'll get better?,Reassured,Seeking reassurance
I feel much better after the acupuncture for my nausea. It's getting better now.,Reassured,Confirming improvement
I'm really worried about my dizziness. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I'm really worried about my neck pain.,Anxious,Reporting symptoms
I'm really worried about my trouble sleeping. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I'm really worried about my back pain. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
That's a relief about my stiffness. Do you think it'll get better?,Reassured,Seeking reassurance
I'm really worried about my shoulder pain. Do you think it'll get better?,Anxious,Seeking reassurance
I'm scared the massage won't help my headache.,Anxious,Reporting symptoms
That's a relief about my headache.,Reassured,Reporting symptoms
I had massage for my stiffness last month. Do you think it'll get better?,Neutral,Seeking reassurance
I'm glad the surgery is working for my fatigue. It's getting better now.,Reassured,Confirming improvement
I'm really worried about my neck pain. Do you think it'll get better?,Anxious,Seeking reassurance
I had medication for my stiffness last month. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I feel much better after the MRI for my knee pain. Do you think it'll get better?,Reassured,Seeking reassurance
I'm really worried about my knee pain. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I'm really worried about my fatigue. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
The shoulder pain comes and goes. Do you think it'll get better?,Neutral,Seeking reassurance
I feel much better after the X-ray for my neck pain.,Reassured,Reporting symptoms
That's a relief about my shoulder pain. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I'm scared the X-ray won't help my shoulder pain. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I'm glad the medication is working for my fatigue. It's getting better now.,Reassured,Confirming improvement
The nausea comes and goes. It's getting better now.,Neutral,Confirming improvement
I'm really worried about my knee pain. Do you think it'll get better?,Anxious,Seeking reassurance
I had exercises for my nausea last month. Do you think it'll get better?,Neutral,Seeking reassurance
That's a relief about my dizziness. Do you think it'll get better?,Reassured,Seeking reassurance
I'm really worried about my trouble sleeping. Do you think it'll get better?,Anxious,Seeking reassurance
I feel much better after the X-ray for my trouble sleeping. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I had physiotherapy for my knee pain last month. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I had X-ray for my nausea last month. It's getting better now.,Neutral,Confirming improvement
My nausea has been bothering me for a week. It's getting better now.,Neutral,Confirming improvement
I'm scared the X-ray won't help my headache. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
I'm scared the acupuncture won't help my neck pain. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
That's a relief about my shoulder pain.,Reassured,Reporting symptoms
What if this stiffness never goes away?,Anxious,Reporting symptoms
I'm really worried about my back pain. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
My fatigue has been bothering me for a week. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I feel much better after the surgery for my knee pain. I'm concerned about how it affects my daily life.,Reassured,Expressing concern
I had massage for my trouble sleeping last month. It's getting better now.,Neutral,Confirming improvement
I had physiotherapy for my knee pain last month. Do you think it'll get better?,Neutral,Seeking reassurance
That's a relief about my stiffness. Do you think it'll get better?,Reassured,Seeking reassurance
I'm glad the medication is working for my stiffness. It's getting better now.,Reassured,Confirming improvement
I'm really worried about my nausea. I'm concerned about how it affects my daily life.,Anxious,Expressing concern
What if this dizziness never goes away? It's getting better now.,Anxious,Confirming improvement
The shoulder pain comes and goes. Do you think it'll get better?,Neutral,Seeking reassurance
That's a relief about my headache.,Reassured,Reporting symptoms
What if this fatigue never goes away? It's getting better now.,Anxious,Confirming improvement
The dizziness comes and goes. I'm concerned about how it affects my daily life.,Neutral,Expressing concern
I'm really worried about my back pain. Do you think it'll get better?,Anxious,Seeking reassurance
That's a relief about my fatigue. It's getting better now.,Reassured,Confirming improvement
I'm really worried about my stiffness. It's getting better now.,Anxious,Confirming improvement
The nausea comes and goes. It's getting better now.,Neutral,Confirming improvement
I'm scared the painkillers won't help my trouble sleeping.,Anxious,Reporting symptoms
I'm really worried about my shoulder pain. It's getting better now.,Anxious,Confirming improvement
What if this headache never goes away? It's getting better now.,Anxious,Confirming improvement
I had exercises for my stiffness last month.,Neutral,Reporting symptoms
I feel much better after the acupuncture for my back pain.,Reassured,Reporting symptoms
